cycle,state,modeldate,candidate_name,pct_estimate,candidate_name_normalized
2016,Arizona,2016-11-08,Donald Trump,45.62801,DONALD TRUMP
2016,Arizona,2016-11-08,Gary Johnson,4.717722,GARY JOHNSON
2016,Arizona,2016-11-08,Hillary Rodham Clinton,42.92815,HILLARY CLINTON
2016,Arkansas,2016-11-08,Donald Trump,53.01347,DONALD TRUMP
2016,Arkansas,2016-11-08,Gary Johnson,4.439748,GARY JOHNSON
2016,Arkansas,2016-11-08,Hillary Rodham Clinton,33.52097,HILLARY CLINTON
2016,California,2016-11-08,Donald Trump,32.8349,DONALD TRUMP
2016,California,2016-11-08,Gary Johnson,4.559095,GARY JOHNSON
2016,California,2016-11-08,Hillary Rodham Clinton,54.91905,HILLARY CLINTON
2016,Colorado,2016-11-08,Donald Trump,40.76717,DONALD TRUMP
2016,Colorado,2016-11-08,Gary Johnson,6.484955,GARY JOHNSON
2016,Colorado,2016-11-08,Hillary Rodham Clinton,43.64732,HILLARY CLINTON
2016,Connecticut,2016-11-08,Donald Trump,36.54399,DONALD TRUMP
2016,Connecticut,2016-11-08,Gary Johnson,5.895185,GARY JOHNSON
2016,Connecticut,2016-11-08,Hillary Rodham Clinton,51.05077,HILLARY CLINTON
2016,Delaware,2016-11-08,Donald Trump,36.12701,DONALD TRUMP
2016,Delaware,2016-11-08,Gary Johnson,5.751102,GARY JOHNSON
2016,Delaware,2016-11-08,Hillary Rodham Clinton,50.08618,HILLARY CLINTON
2016,District of Columbia,2016-11-08,Donald Trump,6.497689,DONALD TRUMP
2016,District of Columbia,2016-11-08,Gary Johnson,1.225365,GARY JOHNSON
2016,District of Columbia,2016-11-08,Hillary Rodham Clinton,85.58946,HILLARY CLINTON
2016,Florida,2016-11-08,Donald Trump,45.47896,DONALD TRUMP
2016,Florida,2016-11-08,Gary Johnson,2.99353,GARY JOHNSON
2016,Florida,2016-11-08,Hillary Rodham Clinton,46.39832,HILLARY CLINTON
2016,Georgia,2016-11-08,Donald Trump,48.316,DONALD TRUMP
2016,Georgia,2016-11-08,Gary Johnson,4.11641,GARY JOHNSON
2016,Georgia,2016-11-08,Hillary Rodham Clinton,44.38727,HILLARY CLINTON
2016,Hawaii,2016-11-08,Donald Trump,27.94424,DONALD TRUMP
2016,Hawaii,2016-11-08,Gary Johnson,7.098518,GARY JOHNSON
2016,Hawaii,2016-11-08,Hillary Rodham Clinton,51.88781,HILLARY CLINTON
2016,Idaho,2016-11-08,Donald Trump,46.02107,DONALD TRUMP
2016,Idaho,2016-11-08,Gary Johnson,6.815846,GARY JOHNSON
2016,Idaho,2016-11-08,Hillary Rodham Clinton,29.68751,HILLARY CLINTON
2016,Illinois,2016-11-08,Donald Trump,36.58762,DONALD TRUMP
2016,Illinois,2016-11-08,Gary Johnson,5.190423,GARY JOHNSON
2016,Illinois,2016-11-08,Hillary Rodham Clinton,50.97485,HILLARY CLINTON
2016,Indiana,2016-11-08,Donald Trump,50.26141,DONALD TRUMP
2016,Indiana,2016-11-08,Gary Johnson,6.229885,GARY JOHNSON
2016,Indiana,2016-11-08,Hillary Rodham Clinton,37.3296,HILLARY CLINTON
2016,Iowa,2016-11-08,Donald Trump,45.12743,DONALD TRUMP
2016,Iowa,2016-11-08,Gary Johnson,5.345151,GARY JOHNSON
2016,Iowa,2016-11-08,Hillary Rodham Clinton,40.87534,HILLARY CLINTON
2016,Kansas,2016-11-08,Donald Trump,50.45113,DONALD TRUMP
2016,Kansas,2016-11-08,Gary Johnson,7.878945,GARY JOHNSON
2016,Kansas,2016-11-08,Hillary Rodham Clinton,36.81242,HILLARY CLINTON
2016,Kentucky,2016-11-08,Donald Trump,54.86697,DONALD TRUMP
2016,Kentucky,2016-11-08,Gary Johnson,4.197469,GARY JOHNSON
2016,Kentucky,2016-11-08,Hillary Rodham Clinton,33.53967,HILLARY CLINTON
2016,Louisiana,2016-11-08,Donald Trump,50.27185,DONALD TRUMP
2016,Louisiana,2016-11-08,Gary Johnson,3.904551,GARY JOHNSON
2016,Louisiana,2016-11-08,Hillary Rodham Clinton,37.1587,HILLARY CLINTON
2016,ME-1,2016-11-08,Donald Trump,35.85163,DONALD TRUMP
2016,ME-1,2016-11-08,Gary Johnson,6.30644,GARY JOHNSON
2016,ME-1,2016-11-08,Hillary Rodham Clinton,48.6913,HILLARY CLINTON
2016,ME-2,2016-11-08,Donald Trump,40.52275,DONALD TRUMP
2016,ME-2,2016-11-08,Gary Johnson,7.705639,GARY JOHNSON
2016,ME-2,2016-11-08,Hillary Rodham Clinton,41.05555,HILLARY CLINTON
2016,Maine,2016-11-08,Donald Trump,39.34103,DONALD TRUMP
2016,Maine,2016-11-08,Gary Johnson,6.162638,GARY JOHNSON
2016,Maine,2016-11-08,Hillary Rodham Clinton,46.01504,HILLARY CLINTON
2016,Maryland,2016-11-08,Donald Trump,27.36444,DONALD TRUMP
2016,Maryland,2016-11-08,Gary Johnson,5.180215,GARY JOHNSON
2016,Maryland,2016-11-08,Hillary Rodham Clinton,59.92575,HILLARY CLINTON
2016,Massachusetts,2016-11-08,Donald Trump,28.04336,DONALD TRUMP
2016,Massachusetts,2016-11-08,Gary Johnson,5.590199,GARY JOHNSON
2016,Massachusetts,2016-11-08,Hillary Rodham Clinton,55.71963,HILLARY CLINTON
2016,Michigan,2016-11-08,Donald Trump,42.5041,DONALD TRUMP
2016,Michigan,2016-11-08,Gary Johnson,4.548439,GARY JOHNSON
2016,Michigan,2016-11-08,Hillary Rodham Clinton,45.66772,HILLARY CLINTON
2016,Minnesota,2016-11-08,Donald Trump,38.05634,DONALD TRUMP
2016,Minnesota,2016-11-08,Gary Johnson,7.559665,GARY JOHNSON
2016,Minnesota,2016-11-08,Hillary Rodham Clinton,46.96928,HILLARY CLINTON
2016,Mississippi,2016-11-08,Donald Trump,49.24459,DONALD TRUMP
2016,Mississippi,2016-11-08,Gary Johnson,3.599995,GARY JOHNSON
2016,Mississippi,2016-11-08,Hillary Rodham Clinton,41.43731,HILLARY CLINTON
2016,Missouri,2016-11-08,Donald Trump,50.33763,DONALD TRUMP
2016,Missouri,2016-11-08,Gary Johnson,4.981728,GARY JOHNSON
2016,Missouri,2016-11-08,Hillary Rodham Clinton,38.22606,HILLARY CLINTON
2016,Montana,2016-11-08,Donald Trump,50.71006,DONALD TRUMP
2016,Montana,2016-11-08,Gary Johnson,9.543083,GARY JOHNSON
2016,Montana,2016-11-08,Hillary Rodham Clinton,32.67339,HILLARY CLINTON
2016,NE-1,2016-11-08,Donald Trump,52.44244,DONALD TRUMP
2016,NE-1,2016-11-08,Hillary Rodham Clinton,29.11171,HILLARY CLINTON
2016,NE-2,2016-11-08,Donald Trump,47.65215,DONALD TRUMP
2016,NE-2,2016-11-08,Gary Johnson,7.116786,GARY JOHNSON
2016,NE-2,2016-11-08,Hillary Rodham Clinton,40.67958,HILLARY CLINTON
2016,NE-3,2016-11-08,Donald Trump,64.47254,DONALD TRUMP
2016,NE-3,2016-11-08,Hillary Rodham Clinton,20.09604,HILLARY CLINTON
2016,National,2016-11-08,Donald Trump,41.88613,DONALD TRUMP
2016,National,2016-11-08,Gary Johnson,4.859068,GARY JOHNSON
2016,National,2016-11-08,Hillary Rodham Clinton,45.83657,HILLARY CLINTON
2016,Nebraska,2016-11-08,Donald Trump,51.39848,DONALD TRUMP
2016,Nebraska,2016-11-08,Gary Johnson,7.174087,GARY JOHNSON
2016,Nebraska,2016-11-08,Hillary Rodham Clinton,33.61203,HILLARY CLINTON
2016,Nevada,2016-11-08,Donald Trump,44.21117,DONALD TRUMP
2016,Nevada,2016-11-08,Gary Johnson,4.80453,GARY JOHNSON
2016,Nevada,2016-11-08,Hillary Rodham Clinton,44.89117,HILLARY CLINTON
2016,New Hampshire,2016-11-08,Donald Trump,42.30153,DONALD TRUMP
2016,New Hampshire,2016-11-08,Gary Johnson,6.213722,GARY JOHNSON
2016,New Hampshire,2016-11-08,Hillary Rodham Clinton,44.56515,HILLARY CLINTON
2016,New Jersey,2016-11-08,Donald Trump,37.7098,DONALD TRUMP
2016,New Jersey,2016-11-08,Gary Johnson,3.613963,GARY JOHNSON
2016,New Jersey,2016-11-08,Hillary Rodham Clinton,51.68812,HILLARY CLINTON
2016,New Mexico,2016-11-08,Donald Trump,38.8953,DONALD TRUMP
2016,New Mexico,2016-11-08,Gary Johnson,11.55219,GARY JOHNSON
2016,New Mexico,2016-11-08,Hillary Rodham Clinton,43.84036,HILLARY CLINTON
2016,New York,2016-11-08,Donald Trump,34.79104,DONALD TRUMP
2016,New York,2016-11-08,Gary Johnson,3.56539,GARY JOHNSON
2016,New York,2016-11-08,Hillary Rodham Clinton,54.16473,HILLARY CLINTON
2016,North Carolina,2016-11-08,Donald Trump,45.34254,DONALD TRUMP
2016,North Carolina,2016-11-08,Gary Johnson,3.367924,GARY JOHNSON
2016,North Carolina,2016-11-08,Hillary Rodham Clinton,46.44271,HILLARY CLINTON
2016,North Dakota,2016-11-08,Donald Trump,55.41327,DONALD TRUMP
2016,North Dakota,2016-11-08,Gary Johnson,9.168311,GARY JOHNSON
2016,North Dakota,2016-11-08,Hillary Rodham Clinton,29.20324,HILLARY CLINTON
2016,Ohio,2016-11-08,Donald Trump,45.60511,DONALD TRUMP
2016,Ohio,2016-11-08,Gary Johnson,5.063748,GARY JOHNSON
2016,Ohio,2016-11-08,Hillary Rodham Clinton,42.63316,HILLARY CLINTON
2016,Oklahoma,2016-11-08,Donald Trump,57.24548,DONALD TRUMP
2016,Oklahoma,2016-11-08,Gary Johnson,7.234511,GARY JOHNSON
2016,Oklahoma,2016-11-08,Hillary Rodham Clinton,30.79534,HILLARY CLINTON
2016,Oregon,2016-11-08,Donald Trump,37.47201,DONALD TRUMP
2016,Oregon,2016-11-08,Gary Johnson,5.76195,GARY JOHNSON
2016,Oregon,2016-11-08,Hillary Rodham Clinton,45.89365,HILLARY CLINTON
2016,Pennsylvania,2016-11-08,Donald Trump,43.45462,DONALD TRUMP
2016,Pennsylvania,2016-11-08,Gary Johnson,3.867452,GARY JOHNSON
2016,Pennsylvania,2016-11-08,Hillary Rodham Clinton,46.50476,HILLARY CLINTON
2016,Rhode Island,2016-11-08,Donald Trump,36.13606,DONALD TRUMP
2016,Rhode Island,2016-11-08,Gary Johnson,6.384378,GARY JOHNSON
2016,Rhode Island,2016-11-08,Hillary Rodham Clinton,47.45552,HILLARY CLINTON
2016,South Carolina,2016-11-08,Donald Trump,47.02014,DONALD TRUMP
2016,South Carolina,2016-11-08,Gary Johnson,3.489989,GARY JOHNSON
2016,South Carolina,2016-11-08,Hillary Rodham Clinton,41.16662,HILLARY CLINTON
2016,South Dakota,2016-11-08,Donald Trump,51.40102,DONALD TRUMP
2016,South Dakota,2016-11-08,Gary Johnson,9.322217,GARY JOHNSON
2016,South Dakota,2016-11-08,Hillary Rodham Clinton,32.46563,HILLARY CLINTON
2016,Tennessee,2016-11-08,Donald Trump,48.18097,DONALD TRUMP
2016,Tennessee,2016-11-08,Gary Johnson,4.672243,GARY JOHNSON
2016,Tennessee,2016-11-08,Hillary Rodham Clinton,39.00087,HILLARY CLINTON
2016,Texas,2016-11-08,Donald Trump,48.32655,DONALD TRUMP
2016,Texas,2016-11-08,Gary Johnson,4.872621,GARY JOHNSON
2016,Texas,2016-11-08,Hillary Rodham Clinton,38.6247,HILLARY CLINTON
2016,Utah,2016-11-08,Donald Trump,37.42776,DONALD TRUMP
2016,Utah,2016-11-08,Gary Johnson,4.381258,GARY JOHNSON
2016,Utah,2016-11-08,Hillary Rodham Clinton,26.91846,HILLARY CLINTON
2016,Vermont,2016-11-08,Donald Trump,25.78414,DONALD TRUMP
2016,Vermont,2016-11-08,Gary Johnson,6.352446,GARY JOHNSON
2016,Vermont,2016-11-08,Hillary Rodham Clinton,55.18666,HILLARY CLINTON
2016,Virginia,2016-11-08,Donald Trump,41.85499,DONALD TRUMP
2016,Virginia,2016-11-08,Gary Johnson,3.720529,GARY JOHNSON
2016,Virginia,2016-11-08,Hillary Rodham Clinton,47.26719,HILLARY CLINTON
2016,Washington,2016-11-08,Donald Trump,35.09007,DONALD TRUMP
2016,Washington,2016-11-08,Gary Johnson,4.595997,GARY JOHNSON
2016,Washington,2016-11-08,Hillary Rodham Clinton,50.27108,HILLARY CLINTON
2016,West Virginia,2016-11-08,Donald Trump,55.85203,DONALD TRUMP
2016,West Virginia,2016-11-08,Gary Johnson,6.678608,GARY JOHNSON
2016,West Virginia,2016-11-08,Hillary Rodham Clinton,28.61783,HILLARY CLINTON
2016,Wisconsin,2016-11-08,Donald Trump,41.64948,DONALD TRUMP
2016,Wisconsin,2016-11-08,Gary Johnson,4.578255,GARY JOHNSON
2016,Wisconsin,2016-11-08,Hillary Rodham Clinton,46.56556,HILLARY CLINTON
2016,Wyoming,2016-11-08,Donald Trump,59.95699,DONALD TRUMP
2016,Wyoming,2016-11-08,Gary Johnson,8.226294,GARY JOHNSON
2016,Wyoming,2016-11-08,Hillary Rodham Clinton,22.07957,HILLARY CLINTON
2020,Alabama,2020-11-03,Donald Trump,57.36153,DONALD TRUMP
2020,Alabama,2020-11-03,Joseph R. Biden Jr.,37.78223,JOSEPH BIDEN
2020,Alaska,2020-11-03,Donald Trump,50.99835,DONALD TRUMP
2020,Alaska,2020-11-03,Joseph R. Biden Jr.,43.50767,JOSEPH BIDEN
2020,Arizona,2020-11-03,Donald Trump,46.11074,DONALD TRUMP
2020,Arizona,2020-11-03,Joseph R. Biden Jr.,48.72237,JOSEPH BIDEN
2020,Arkansas,2020-11-03,Donald Trump,58.39097,DONALD TRUMP
2020,Arkansas,2020-11-03,Joseph R. Biden Jr.,36.2072,JOSEPH BIDEN
2020,California,2020-11-03,Donald Trump,32.28521,DONALD TRUMP
2020,California,2020-11-03,Joseph R. Biden Jr.,61.62906,JOSEPH BIDEN
2020,Colorado,2020-11-03,Donald Trump,41.00156,DONALD TRUMP
2020,Colorado,2020-11-03,Joseph R. Biden Jr.,53.62617,JOSEPH BIDEN
2020,Connecticut,2020-11-03,Donald Trump,31.95554,DONALD TRUMP
2020,Connecticut,2020-11-03,Joseph R. Biden Jr.,58.38586,JOSEPH BIDEN
2020,Delaware,2020-11-03,Donald Trump,34.0928,DONALD TRUMP
2020,Delaware,2020-11-03,Joseph R. Biden Jr.,58.69788,JOSEPH BIDEN
2020,District of Columbia,2020-11-03,Donald Trump,5.640251,DONALD TRUMP
2020,District of Columbia,2020-11-03,Joseph R. Biden Jr.,90.74213,JOSEPH BIDEN
2020,Florida,2020-11-03,Donald Trump,46.68101,DONALD TRUMP
2020,Florida,2020-11-03,Joseph R. Biden Jr.,49.09162,JOSEPH BIDEN
2020,Georgia,2020-11-03,Donald Trump,47.32513,DONALD TRUMP
2020,Georgia,2020-11-03,Joseph R. Biden Jr.,48.57144,JOSEPH BIDEN
2020,Hawaii,2020-11-03,Donald Trump,29.20069,DONALD TRUMP
2020,Hawaii,2020-11-03,Joseph R. Biden Jr.,64.27528,JOSEPH BIDEN
2020,Idaho,2020-11-03,Donald Trump,56.15257,DONALD TRUMP
2020,Idaho,2020-11-03,Joseph R. Biden Jr.,38.27272,JOSEPH BIDEN
2020,Illinois,2020-11-03,Donald Trump,39.00851,DONALD TRUMP
2020,Illinois,2020-11-03,Joseph R. Biden Jr.,55.00272,JOSEPH BIDEN
2020,Indiana,2020-11-03,Donald Trump,52.81413,DONALD TRUMP
2020,Indiana,2020-11-03,Joseph R. Biden Jr.,42.02645,JOSEPH BIDEN
2020,Iowa,2020-11-03,Donald Trump,47.63221,DONALD TRUMP
2020,Iowa,2020-11-03,Joseph R. Biden Jr.,46.30991,JOSEPH BIDEN
2020,Kansas,2020-11-03,Donald Trump,53.79849,DONALD TRUMP
2020,Kansas,2020-11-03,Joseph R. Biden Jr.,40.89531,JOSEPH BIDEN
2020,Kentucky,2020-11-03,Donald Trump,55.4626,DONALD TRUMP
2020,Kentucky,2020-11-03,Joseph R. Biden Jr.,39.73639,JOSEPH BIDEN
2020,Louisiana,2020-11-03,Donald Trump,57.52434,DONALD TRUMP
2020,Louisiana,2020-11-03,Joseph R. Biden Jr.,37.01124,JOSEPH BIDEN
2020,ME-1,2020-11-03,Donald Trump,37.06219,DONALD TRUMP
2020,ME-1,2020-11-03,Joseph R. Biden Jr.,57.59848,JOSEPH BIDEN
2020,ME-2,2020-11-03,Donald Trump,46.22057,DONALD TRUMP
2020,ME-2,2020-11-03,Joseph R. Biden Jr.,49.0097,JOSEPH BIDEN
2020,Maine,2020-11-03,Donald Trump,40.3441,DONALD TRUMP
2020,Maine,2020-11-03,Joseph R. Biden Jr.,53.31518,JOSEPH BIDEN
2020,Maryland,2020-11-03,Donald Trump,31.55125,DONALD TRUMP
2020,Maryland,2020-11-03,Joseph R. Biden Jr.,63.02029,JOSEPH BIDEN
2020,Massachusetts,2020-11-03,Donald Trump,28.56164,DONALD TRUMP
2020,Massachusetts,2020-11-03,Joseph R. Biden Jr.,64.36328,JOSEPH BIDEN
2020,Michigan,2020-11-03,Donald Trump,43.20577,DONALD TRUMP
2020,Michigan,2020-11-03,Joseph R. Biden Jr.,51.17806,JOSEPH BIDEN
2020,Minnesota,2020-11-03,Donald Trump,42.63638,DONALD TRUMP
2020,Minnesota,2020-11-03,Joseph R. Biden Jr.,51.86992,JOSEPH BIDEN
2020,Mississippi,2020-11-03,Donald Trump,55.39824,DONALD TRUMP
2020,Mississippi,2020-11-03,Joseph R. Biden Jr.,39.49166,JOSEPH BIDEN
2020,Missouri,2020-11-03,Donald Trump,51.47853,DONALD TRUMP
2020,Missouri,2020-11-03,Joseph R. Biden Jr.,43.60328,JOSEPH BIDEN
2020,Montana,2020-11-03,Donald Trump,49.74744,DONALD TRUMP
2020,Montana,2020-11-03,Joseph R. Biden Jr.,45.34418,JOSEPH BIDEN
2020,NE-1,2020-11-03,Donald Trump,49.43981,DONALD TRUMP
2020,NE-1,2020-11-03,Joseph R. Biden Jr.,44.54313,JOSEPH BIDEN
2020,NE-2,2020-11-03,Donald Trump,46.08874,DONALD TRUMP
2020,NE-2,2020-11-03,Joseph R. Biden Jr.,49.99056,JOSEPH BIDEN
2020,National,2020-11-03,Donald Trump,43.39262,DONALD TRUMP
2020,National,2020-11-03,Joseph R. Biden Jr.,51.84996,JOSEPH BIDEN
2020,Nebraska,2020-11-03,Donald Trump,51.74755,DONALD TRUMP
2020,Nebraska,2020-11-03,Joseph R. Biden Jr.,42.38914,JOSEPH BIDEN
2020,Nevada,2020-11-03,Donald Trump,44.32982,DONALD TRUMP
2020,Nevada,2020-11-03,Joseph R. Biden Jr.,49.62386,JOSEPH BIDEN
2020,New Hampshire,2020-11-03,Donald Trump,42.7887,DONALD TRUMP
2020,New Hampshire,2020-11-03,Joseph R. Biden Jr.,53.90454,JOSEPH BIDEN
2020,New Jersey,2020-11-03,Donald Trump,37.88028,DONALD TRUMP
2020,New Jersey,2020-11-03,Joseph R. Biden Jr.,58.35078,JOSEPH BIDEN
2020,New Mexico,2020-11-03,Donald Trump,41.84091,DONALD TRUMP
2020,New Mexico,2020-11-03,Joseph R. Biden Jr.,53.81614,JOSEPH BIDEN
2020,New York,2020-11-03,Donald Trump,32.77427,DONALD TRUMP
2020,New York,2020-11-03,Joseph R. Biden Jr.,62.21193,JOSEPH BIDEN
2020,North Carolina,2020-11-03,Donald Trump,47.12687,DONALD TRUMP
2020,North Carolina,2020-11-03,Joseph R. Biden Jr.,48.90633,JOSEPH BIDEN
2020,North Dakota,2020-11-03,Donald Trump,55.62675,DONALD TRUMP
2020,North Dakota,2020-11-03,Joseph R. Biden Jr.,38.58266,JOSEPH BIDEN
2020,Ohio,2020-11-03,Donald Trump,47.51268,DONALD TRUMP
2020,Ohio,2020-11-03,Joseph R. Biden Jr.,46.76865,JOSEPH BIDEN
2020,Oklahoma,2020-11-03,Donald Trump,58.78825,DONALD TRUMP
2020,Oklahoma,2020-11-03,Joseph R. Biden Jr.,36.14497,JOSEPH BIDEN
2020,Oregon,2020-11-03,Donald Trump,37.04441,DONALD TRUMP
2020,Oregon,2020-11-03,Joseph R. Biden Jr.,58.60912,JOSEPH BIDEN
2020,Pennsylvania,2020-11-03,Donald Trump,45.57216,DONALD TRUMP
2020,Pennsylvania,2020-11-03,Joseph R. Biden Jr.,50.22,JOSEPH BIDEN
2020,Rhode Island,2020-11-03,Donald Trump,31.77536,DONALD TRUMP
2020,Rhode Island,2020-11-03,Joseph R. Biden Jr.,62.88512,JOSEPH BIDEN
2020,South Carolina,2020-11-03,Donald Trump,51.55556,DONALD TRUMP
2020,South Carolina,2020-11-03,Joseph R. Biden Jr.,44.49876,JOSEPH BIDEN
2020,South Dakota,2020-11-03,Donald Trump,54.1786,DONALD TRUMP
2020,South Dakota,2020-11-03,Joseph R. Biden Jr.,39.04822,JOSEPH BIDEN
2020,Tennessee,2020-11-03,Donald Trump,54.92919,DONALD TRUMP
2020,Tennessee,2020-11-03,Joseph R. Biden Jr.,40.98734,JOSEPH BIDEN
2020,Texas,2020-11-03,Donald Trump,48.57118,DONALD TRUMP
2020,Texas,2020-11-03,Joseph R. Biden Jr.,47.46643,JOSEPH BIDEN
2020,Utah,2020-11-03,Donald Trump,51.59272,DONALD TRUMP
2020,Utah,2020-11-03,Joseph R. Biden Jr.,42.09312,JOSEPH BIDEN
2020,Vermont,2020-11-03,Donald Trump,27.34287,DONALD TRUMP
2020,Vermont,2020-11-03,Joseph R. Biden Jr.,66.37385,JOSEPH BIDEN
2020,Virginia,2020-11-03,Donald Trump,41.78265,DONALD TRUMP
2020,Virginia,2020-11-03,Joseph R. Biden Jr.,53.7412,JOSEPH BIDEN
2020,Washington,2020-11-03,Donald Trump,36.26052,DONALD TRUMP
2020,Washington,2020-11-03,Joseph R. Biden Jr.,59.34201,JOSEPH BIDEN
2020,West Virginia,2020-11-03,Donald Trump,61.89582,DONALD TRUMP
2020,West Virginia,2020-11-03,Joseph R. Biden Jr.,33.49125,JOSEPH BIDEN
2020,Wisconsin,2020-11-03,Donald Trump,43.66555,DONALD TRUMP
2020,Wisconsin,2020-11-03,Joseph R. Biden Jr.,52.12642,JOSEPH BIDEN
2020,Wyoming,2020-11-03,Donald Trump,61.97429,DONALD TRUMP
2020,Wyoming,2020-11-03,Joseph R. Biden Jr.,30.81486,JOSEPH BIDEN
